compound,created_at,retweet_count
0.7096,2022-03-30 01:17:18+00:00,323
-0.3818,2022-03-30 01:17:06+00:00,376
-0.8225,2022-03-30 01:17:05+00:00,131
0.7184,2022-03-30 01:17:03+00:00,1193
0.4902,2022-03-30 01:17:00+00:00,118
-0.7351,2022-03-30 01:16:44+00:00,156
-0.3818,2022-03-30 01:16:43+00:00,376
0.5423,2022-03-30 01:16:40+00:00,251
-0.6166,2022-03-30 01:16:34+00:00,120
-0.4767,2022-03-30 01:16:32+00:00,1330
-0.4404,2022-03-30 01:16:29+00:00,100
-0.4767,2022-03-30 01:16:23+00:00,1330
0.8689,2022-03-30 01:16:21+00:00,180
0.2263,2022-03-30 01:16:20+00:00,207
0.7184,2022-03-30 01:16:18+00:00,1193
0.0772,2022-03-30 01:16:06+00:00,180
-0.5423,2022-03-30 01:16:06+00:00,161
0.2263,2022-03-30 01:16:05+00:00,230
0.8269,2022-03-30 01:16:04+00:00,30955
0.8269,2022-03-30 01:16:03+00:00,30955
0.6124,2022-03-30 01:16:03+00:00,114
-0.4019,2022-03-30 01:15:59+00:00,1134
0.7096,2022-03-30 01:15:59+00:00,366
-0.5994,2022-03-30 01:15:59+00:00,706
0.4199,2022-03-30 01:15:57+00:00,260
0.8269,2022-03-30 01:15:55+00:00,30955
-0.3818,2022-03-30 01:15:53+00:00,376
0.7351,2022-03-30 01:15:51+00:00,604
0.5106,2022-03-30 01:15:50+00:00,291
0.6166,2022-03-30 01:15:50+00:00,219
0.7184,2022-03-30 01:15:48+00:00,1193
-0.3818,2022-03-30 01:15:47+00:00,376
-0.4019,2022-03-30 01:15:47+00:00,1134
-0.4767,2022-03-30 01:15:41+00:00,1330
0.6124,2022-03-30 01:15:41+00:00,149
0.4767,2022-03-30 01:15:40+00:00,527
0.7184,2022-03-30 01:15:39+00:00,1193
-0.1531,2022-03-30 01:15:32+00:00,181
-0.5994,2022-03-30 01:15:31+00:00,706
-0.8225,2022-03-30 01:15:24+00:00,339
-0.2023,2022-03-30 01:15:24+00:00,166
0.2263,2022-03-30 01:15:23+00:00,230
0.8269,2022-03-30 01:15:14+00:00,30955
0.7184,2022-03-30 01:15:11+00:00,1193
0.9153,2022-03-30 01:15:10+00:00,8786
0.2263,2022-03-30 01:15:05+00:00,207
0.4003,2022-03-30 01:15:05+00:00,63072
0.944,2022-03-30 01:15:04+00:00,221
0.7717,2022-03-30 01:15:03+00:00,604
0.3818,2022-03-30 01:15:02+00:00,225
0.7184,2022-03-30 01:14:56+00:00,1193
-0.296,2022-03-30 01:14:54+00:00,389
0.7184,2022-03-30 01:14:43+00:00,1193
0.4939,2022-03-30 01:14:30+00:00,335
0.6369,2022-03-30 01:14:30+00:00,262
0.7184,2022-03-30 01:14:25+00:00,1193
0.4003,2022-03-30 01:14:18+00:00,63072
-0.4389,2022-03-30 01:14:06+00:00,674
0.5574,2022-03-30 01:14:06+00:00,274
0.8746,2022-03-30 01:14:02+00:00,254
0.7184,2022-03-30 01:14:01+00:00,1193
0.7184,2022-03-30 01:13:54+00:00,1193
0.7184,2022-03-30 01:13:49+00:00,1193
0.4939,2022-03-30 01:13:44+00:00,335
-0.4939,2022-03-30 01:13:28+00:00,563
0.6166,2022-03-30 01:13:26+00:00,219
0.296,2022-03-30 01:13:23+00:00,1412
-0.4767,2022-03-30 01:13:22+00:00,1330
0.0258,2022-03-30 01:13:19+00:00,253
-0.1027,2022-03-30 01:13:15+00:00,206
-0.7297,2022-03-30 01:13:14+00:00,162
0.1531,2022-03-30 01:13:10+00:00,786
0.4939,2022-03-30 01:13:10+00:00,222
0.7184,2022-03-30 01:13:07+00:00,1193
0.7717,2022-03-30 01:13:07+00:00,604
0.7184,2022-03-30 01:13:04+00:00,1193
-0.3818,2022-03-30 01:13:04+00:00,377
0.4003,2022-03-30 01:13:02+00:00,63072
0.6369,2022-03-30 01:12:58+00:00,106
-0.5994,2022-03-30 01:12:56+00:00,114
0.7184,2022-03-30 01:12:55+00:00,1193
0.7184,2022-03-30 01:12:54+00:00,1193
0.6124,2022-03-30 01:12:49+00:00,149
-0.5423,2022-03-30 01:12:46+00:00,152
-0.4767,2022-03-30 01:12:43+00:00,1330
0.2755,2022-03-30 01:12:42+00:00,181
0.5994,2022-03-30 01:12:38+00:00,1230
-0.4767,2022-03-30 01:12:37+00:00,1330
0.7096,2022-03-30 01:12:35+00:00,366
0.7184,2022-03-30 01:12:35+00:00,1193
0.2023,2022-03-30 01:12:34+00:00,266
0.6124,2022-03-30 01:12:29+00:00,114
0.8269,2022-03-30 01:12:26+00:00,30955
0.7184,2022-03-30 01:12:23+00:00,1193
0.4939,2022-03-30 01:12:21+00:00,335
-0.5994,2022-03-30 01:12:18+00:00,706
-0.4019,2022-03-30 01:12:18+00:00,251
0.4003,2022-03-30 01:12:16+00:00,63072
0.7184,2022-03-30 01:12:14+00:00,1193
-0.3595,2022-03-30 01:12:07+00:00,213
-0.8225,2022-03-30 01:12:03+00:00,131
0.7717,2022-03-30 01:12:03+00:00,604
0.7184,2022-03-30 01:12:01+00:00,1193
0.7717,2022-03-30 01:12:00+00:00,604
0.5267,2022-03-30 01:11:59+00:00,131
0.7184,2022-03-30 01:11:56+00:00,1193
0.7184,2022-03-30 01:11:56+00:00,1193
0.296,2022-03-30 01:11:54+00:00,1412
-0.4767,2022-03-30 01:11:54+00:00,1330
0.3818,2022-03-30 01:11:53+00:00,667
-0.4939,2022-03-30 01:11:50+00:00,237
-0.6166,2022-03-30 01:11:46+00:00,120
0.8269,2022-03-30 01:11:39+00:00,30955
0.3818,2022-03-30 01:11:35+00:00,22787
0.9124,2022-03-30 01:11:32+00:00,165
0.7184,2022-03-30 01:11:26+00:00,1193
0.6124,2022-03-30 01:11:24+00:00,149
0.7184,2022-03-30 01:11:24+00:00,1193
0.3818,2022-03-30 01:11:21+00:00,22787
-0.1027,2022-03-30 01:11:19+00:00,206
0.0772,2022-03-30 01:11:16+00:00,180
0.7184,2022-03-30 01:11:16+00:00,1193
0.8269,2022-03-30 01:11:15+00:00,30955
0.6808,2022-03-30 01:11:14+00:00,111
0.8269,2022-03-30 01:11:12+00:00,30955
0.7184,2022-03-30 01:11:08+00:00,1193
0.743,2022-03-30 01:11:07+00:00,188
0.3818,2022-03-30 01:11:02+00:00,446
0.7184,2022-03-30 01:11:02+00:00,1193
0.8269,2022-03-30 01:11:01+00:00,30955
-0.0516,2022-03-30 01:10:56+00:00,722
0.6249,2022-03-30 01:10:54+00:00,204
0.6249,2022-03-30 01:10:51+00:00,204
0.8269,2022-03-30 01:10:49+00:00,30955
0.8269,2022-03-30 01:10:46+00:00,30955
0.6908,2022-03-30 01:10:44+00:00,207
-0.5994,2022-03-30 01:10:34+00:00,706
0.7184,2022-03-30 01:10:25+00:00,1193
0.4995,2022-03-30 01:10:25+00:00,379
-0.5994,2022-03-30 01:10:25+00:00,706
0.7184,2022-03-30 01:10:25+00:00,1193
-0.8225,2022-03-30 01:10:25+00:00,131
0.6486,2022-03-30 01:10:23+00:00,882
-0.3818,2022-03-30 01:10:22+00:00,377
-0.296,2022-03-30 01:10:22+00:00,389
0.4995,2022-03-30 01:10:18+00:00,341
0.8269,2022-03-30 01:10:15+00:00,30955
0.2263,2022-03-30 01:10:13+00:00,207
-0.3818,2022-03-30 01:10:10+00:00,377
0.7184,2022-03-30 01:10:05+00:00,1193
0.944,2022-03-30 01:09:59+00:00,221
0.2755,2022-03-30 01:09:54+00:00,181
-0.4588,2022-03-30 01:09:51+00:00,230
0.7717,2022-03-30 01:09:50+00:00,604
-0.4767,2022-03-30 01:09:47+00:00,1330
-0.4019,2022-03-30 01:09:47+00:00,1134
0.3818,2022-03-30 01:09:45+00:00,22787
-0.2961,2022-03-30 01:09:42+00:00,236
0.0258,2022-03-30 01:09:31+00:00,253
0.4168,2022-03-30 01:09:30+00:00,329
-0.2961,2022-03-30 01:09:29+00:00,236
0.4767,2022-03-30 01:09:27+00:00,401
-0.4939,2022-03-30 01:09:25+00:00,563
-0.5994,2022-03-30 01:09:25+00:00,706
0.2263,2022-03-30 01:09:25+00:00,207
0.7184,2022-03-30 01:09:23+00:00,1193
0.6124,2022-03-30 01:09:20+00:00,150
0.7184,2022-03-30 01:09:20+00:00,1193
-0.296,2022-03-30 01:09:20+00:00,244
-0.5994,2022-03-30 01:09:18+00:00,706
-0.1027,2022-03-30 01:09:17+00:00,382
-0.3818,2022-03-30 01:09:12+00:00,377
-0.3818,2022-03-30 01:09:12+00:00,377
0.6249,2022-03-30 01:09:12+00:00,101
0.5229,2022-03-30 01:09:07+00:00,211
-0.0516,2022-03-30 01:09:06+00:00,722
-0.296,2022-03-30 01:09:04+00:00,389
0.6249,2022-03-30 01:09:03+00:00,204
0.5994,2022-03-30 01:09:00+00:00,1230
0.6249,2022-03-30 01:08:57+00:00,101
-0.4939,2022-03-30 01:08:56+00:00,237
0.4939,2022-03-30 01:08:54+00:00,335
0.7184,2022-03-30 01:08:53+00:00,1193
0.6249,2022-03-30 01:08:52+00:00,204
-0.8225,2022-03-30 01:08:49+00:00,131
-0.8225,2022-03-30 01:08:47+00:00,131
0.7096,2022-03-30 01:08:45+00:00,366
0.5882,2022-03-30 01:08:44+00:00,234
0.5423,2022-03-30 01:08:39+00:00,251
0.7184,2022-03-30 01:08:37+00:00,1193
0.3818,2022-03-30 01:08:33+00:00,446
-0.296,2022-03-30 01:08:31+00:00,389
0.4902,2022-03-30 01:08:29+00:00,118
0.0258,2022-03-30 01:08:27+00:00,253
-0.4588,2022-03-30 01:08:27+00:00,230
0.8658,2022-03-30 01:08:26+00:00,103
0.8269,2022-03-30 01:08:20+00:00,30955
0.4767,2022-03-30 01:08:18+00:00,527
-0.8225,2022-03-30 01:08:14+00:00,131
0.3384,2022-03-30 01:08:13+00:00,181
-0.3818,2022-03-30 01:08:09+00:00,377
0.7184,2022-03-30 01:08:09+00:00,1193
-0.3818,2022-03-30 01:08:08+00:00,377
0.3818,2022-03-30 01:08:06+00:00,22787
0.7184,2022-03-30 01:08:06+00:00,1193
-0.5994,2022-03-30 01:08:05+00:00,706
0.6166,2022-03-30 01:08:02+00:00,219
0.4939,2022-03-30 01:08:00+00:00,222
0.9168,2022-03-30 01:07:55+00:00,900
0.6124,2022-03-30 01:07:50+00:00,114
-0.5994,2022-03-30 01:07:49+00:00,706
-0.4019,2022-03-30 01:07:41+00:00,221
0.8269,2022-03-30 01:07:41+00:00,30955
0.2263,2022-03-30 01:07:38+00:00,207
0.6124,2022-03-30 01:07:32+00:00,150
-0.8225,2022-03-30 01:07:32+00:00,150
-0.1531,2022-03-30 01:07:32+00:00,181
0.7717,2022-03-30 01:07:30+00:00,604
-0.3818,2022-03-30 01:07:29+00:00,377
-0.1027,2022-03-30 01:07:28+00:00,206
0.7096,2022-03-30 01:07:28+00:00,366
-0.6703,2022-03-30 01:07:28+00:00,328
0.7184,2022-03-30 01:07:26+00:00,1193
0.6808,2022-03-30 01:07:23+00:00,1238
-0.7351,2022-03-30 01:07:23+00:00,156
0.3818,2022-03-30 01:07:21+00:00,446
0.7096,2022-03-30 01:07:15+00:00,366
-0.6166,2022-03-30 01:07:08+00:00,120
0.7184,2022-03-30 01:07:07+00:00,1193
0.4939,2022-03-30 01:07:03+00:00,335
0.4767,2022-03-30 01:07:01+00:00,527
0.5267,2022-03-30 01:06:56+00:00,1681
-0.3818,2022-03-30 01:06:56+00:00,377
0.6369,2022-03-30 01:06:52+00:00,223
0.7184,2022-03-30 01:06:52+00:00,1193
0.8658,2022-03-30 01:06:50+00:00,103
0.6808,2022-03-30 01:06:47+00:00,111
-0.7297,2022-03-30 01:06:44+00:00,162
0.6124,2022-03-30 01:06:43+00:00,150
0.4767,2022-03-30 01:06:40+00:00,762
-0.4767,2022-03-30 01:06:39+00:00,1330
0.7351,2022-03-30 01:06:36+00:00,604
0.8269,2022-03-30 01:06:34+00:00,30955
0.1531,2022-03-30 01:06:34+00:00,345
-0.1027,2022-03-30 01:06:33+00:00,206
0.4902,2022-03-30 01:06:33+00:00,118
0.7184,2022-03-30 01:06:33+00:00,1193
0.7184,2022-03-30 01:06:28+00:00,1193
-0.5994,2022-03-30 01:06:24+00:00,706
0.2263,2022-03-30 01:06:22+00:00,230
0.4767,2022-03-30 01:06:21+00:00,401
0.6705,2022-03-30 01:06:15+00:00,1087
-0.4767,2022-03-30 01:06:13+00:00,1330
0.3818,2022-03-30 01:06:13+00:00,446
0.4005,2022-03-30 01:06:10+00:00,256
0.7717,2022-03-30 01:06:10+00:00,604
0.5859,2022-03-30 01:06:10+00:00,104
-0.8225,2022-03-30 01:06:08+00:00,132
0.4559,2022-03-30 01:06:08+00:00,281
0.4767,2022-03-30 01:06:07+00:00,762
-0.296,2022-03-30 01:06:04+00:00,389
-0.1027,2022-03-30 01:06:01+00:00,206
0.5499,2022-03-30 01:06:00+00:00,160
0.7717,2022-03-30 01:05:59+00:00,604
-0.8225,2022-03-30 01:05:58+00:00,132
-0.4939,2022-03-30 01:05:55+00:00,563
0.7184,2022-03-30 01:05:54+00:00,1193
0.6369,2022-03-30 01:05:53+00:00,262
-0.5994,2022-03-30 01:05:51+00:00,706
-0.3818,2022-03-30 01:05:49+00:00,377
0.8269,2022-03-30 01:05:44+00:00,30955
0.6808,2022-03-30 01:05:42+00:00,1238
0.6166,2022-03-30 01:05:42+00:00,219
-0.5994,2022-03-30 01:05:41+00:00,706
0.6249,2022-03-30 01:05:38+00:00,101
0.5859,2022-03-30 01:05:36+00:00,16798
0.7184,2022-03-30 01:05:34+00:00,1193
0.2023,2022-03-30 01:05:33+00:00,266
0.944,2022-03-30 01:05:32+00:00,221
-0.4574,2022-03-30 01:05:27+00:00,181
0.5994,2022-03-30 01:05:27+00:00,1230
0.6486,2022-03-30 01:05:24+00:00,772
0.7184,2022-03-30 01:05:21+00:00,1193
0.2714,2022-03-30 01:05:21+00:00,645
-0.3818,2022-03-30 01:05:20+00:00,377
0.658,2022-03-30 01:05:13+00:00,402
-0.4019,2022-03-30 01:05:12+00:00,221
-0.8225,2022-03-30 01:04:55+00:00,150
-0.3818,2022-03-30 01:04:50+00:00,377
0.944,2022-03-30 01:04:49+00:00,221
-0.0516,2022-03-30 01:04:48+00:00,722
0.6166,2022-03-30 01:04:46+00:00,219
0.6124,2022-03-30 01:04:45+00:00,114
0.1779,2022-03-30 01:04:43+00:00,827
0.807,2022-03-30 01:04:43+00:00,114
-0.3818,2022-03-30 01:04:41+00:00,377
0.8746,2022-03-30 01:04:38+00:00,254
-0.7297,2022-03-30 01:04:37+00:00,162
0.7184,2022-03-30 01:04:34+00:00,1193
0.7184,2022-03-30 01:04:30+00:00,1193
0.8269,2022-03-30 01:04:28+00:00,30955
0.2263,2022-03-30 01:04:26+00:00,207
0.7184,2022-03-30 01:04:25+00:00,1194
-0.4389,2022-03-30 01:04:23+00:00,674
0.7184,2022-03-30 01:04:23+00:00,1194
0.7184,2022-03-30 01:04:21+00:00,1194
-0.1027,2022-03-30 01:04:21+00:00,206
0.7184,2022-03-30 01:04:17+00:00,1194
-0.4767,2022-03-30 01:04:15+00:00,1330
-0.4389,2022-03-30 01:04:11+00:00,674
0.6249,2022-03-30 01:04:10+00:00,204
-0.5994,2022-03-30 01:04:08+00:00,706
0.7184,2022-03-30 01:04:03+00:00,1194
-0.4019,2022-03-30 01:04:01+00:00,221
-0.3818,2022-03-30 01:03:56+00:00,377
0.296,2022-03-30 01:03:55+00:00,137
0.7184,2022-03-30 01:03:50+00:00,1231
-0.8225,2022-03-30 01:03:49+00:00,151
0.9168,2022-03-30 01:03:49+00:00,901
0.8264,2022-03-30 01:03:48+00:00,1781
0.6248,2022-03-30 01:03:46+00:00,385
0.5499,2022-03-30 01:03:43+00:00,160
0.3818,2022-03-30 01:03:42+00:00,227
-0.1531,2022-03-30 01:03:41+00:00,183
-0.4767,2022-03-30 01:03:41+00:00,1336
0.7184,2022-03-30 01:03:35+00:00,1231
-0.6703,2022-03-30 01:03:31+00:00,329
0.7184,2022-03-30 01:03:24+00:00,1231
0.7184,2022-03-30 01:03:24+00:00,1231
0.7184,2022-03-30 01:03:23+00:00,1231
0.8269,2022-03-30 01:03:22+00:00,30964
-0.4767,2022-03-30 01:03:21+00:00,1336
-0.0516,2022-03-30 01:03:16+00:00,724
-0.5994,2022-03-30 01:03:15+00:00,720
0.5423,2022-03-30 01:03:13+00:00,255
-0.4767,2022-03-30 01:03:11+00:00,1336
0.4939,2022-03-30 01:03:07+00:00,339
0.6249,2022-03-30 01:03:07+00:00,209
0.7184,2022-03-30 01:03:04+00:00,1231
0.9168,2022-03-30 01:03:03+00:00,901
0.4939,2022-03-30 01:03:02+00:00,339
0.7184,2022-03-30 01:03:01+00:00,1231
-0.5994,2022-03-30 01:03:00+00:00,720
-0.1027,2022-03-30 01:02:58+00:00,206
0.5719,2022-03-30 01:02:57+00:00,136
-0.5423,2022-03-30 01:02:56+00:00,161
-0.296,2022-03-30 01:02:55+00:00,244
0.7184,2022-03-30 01:02:45+00:00,1231
-0.4019,2022-03-30 01:02:43+00:00,221
-0.4767,2022-03-30 01:02:41+00:00,1336
0.7184,2022-03-30 01:02:38+00:00,1231
-0.5994,2022-03-30 01:02:30+00:00,720
-0.4767,2022-03-30 01:02:27+00:00,1336
0.6808,2022-03-30 01:02:23+00:00,112
-0.1027,2022-03-30 01:02:21+00:00,382
0.2263,2022-03-30 01:02:19+00:00,230
0.807,2022-03-30 01:02:15+00:00,114
0.6124,2022-03-30 01:02:11+00:00,118
0.8689,2022-03-30 01:02:11+00:00,181
-0.0516,2022-03-30 01:02:10+00:00,112
0.6908,2022-03-30 01:02:08+00:00,207
0.296,2022-03-30 01:02:02+00:00,1413
0.4767,2022-03-30 01:01:58+00:00,276
-0.3818,2022-03-30 01:01:57+00:00,378
0.7184,2022-03-30 01:01:55+00:00,1231
0.7184,2022-03-30 01:01:55+00:00,1231
0.6597,2022-03-30 01:01:51+00:00,837
0.3818,2022-03-30 01:01:51+00:00,449
0.7351,2022-03-30 01:01:48+00:00,605
-0.8225,2022-03-30 01:01:46+00:00,151
-0.2961,2022-03-30 01:01:46+00:00,236
-0.3818,2022-03-30 01:01:42+00:00,378
0.7717,2022-03-30 01:01:38+00:00,608
0.6124,2022-03-30 01:01:35+00:00,118
0.6166,2022-03-30 01:01:34+00:00,221
-0.8225,2022-03-30 01:01:34+00:00,339
-0.8225,2022-03-30 01:01:32+00:00,133
0.5574,2022-03-30 01:01:28+00:00,276
-0.6671,2022-03-30 01:01:23+00:00,204
0.4767,2022-03-30 01:01:17+00:00,528
-0.8225,2022-03-30 01:01:14+00:00,133
0.6588,2022-03-30 01:01:11+00:00,695
0.7184,2022-03-30 01:01:10+00:00,1231
0.296,2022-03-30 01:01:07+00:00,1413
0.6166,2022-03-30 01:01:06+00:00,221
0.7184,2022-03-30 01:01:04+00:00,1231
0.2263,2022-03-30 01:00:58+00:00,230
-0.296,2022-03-30 01:00:52+00:00,390
0.2617,2022-03-30 01:00:48+00:00,6680
-0.6166,2022-03-30 01:00:48+00:00,123
0.6166,2022-03-30 01:00:41+00:00,221
0.6166,2022-03-30 01:00:38+00:00,221
-0.4767,2022-03-30 01:00:33+00:00,1336
0.7184,2022-03-30 01:00:30+00:00,1231
-0.5994,2022-03-30 01:00:25+00:00,720
0.5574,2022-03-30 01:00:23+00:00,276
-0.4019,2022-03-30 01:00:15+00:00,221
-0.5423,2022-03-30 01:00:11+00:00,154
0.7184,2022-03-30 01:00:07+00:00,1232
-0.6705,2022-03-30 01:00:04+00:00,165
-0.3818,2022-03-30 01:00:04+00:00,378
0.6166,2022-03-30 01:00:01+00:00,221
0.4939,2022-03-30 00:59:55+00:00,226
0.2023,2022-03-30 00:59:53+00:00,185
0.7184,2022-03-30 00:59:52+00:00,1232
0.7096,2022-03-30 00:59:49+00:00,374
0.7184,2022-03-30 00:59:48+00:00,1232
0.944,2022-03-30 00:59:44+00:00,223
0.2732,2022-03-30 00:59:41+00:00,582
0.2263,2022-03-30 00:59:40+00:00,230
0.4003,2022-03-30 00:59:38+00:00,63073
0.7184,2022-03-30 00:59:31+00:00,1232
0.4003,2022-03-30 00:59:31+00:00,63073
0.7184,2022-03-30 00:59:27+00:00,1232
-0.5994,2022-03-30 00:59:22+00:00,720
0.7184,2022-03-30 00:59:22+00:00,1232
0.6808,2022-03-30 00:59:19+00:00,340
-0.0772,2022-03-30 00:59:12+00:00,385
-0.3595,2022-03-30 00:59:11+00:00,213
-0.4019,2022-03-30 00:59:09+00:00,221
-0.3818,2022-03-30 00:59:02+00:00,378
0.7351,2022-03-30 00:59:00+00:00,605
0.5882,2022-03-30 00:58:57+00:00,235
0.8126,2022-03-30 00:58:55+00:00,105
0.7717,2022-03-30 00:58:49+00:00,608
-0.1027,2022-03-30 00:58:49+00:00,382
0.5859,2022-03-30 00:58:47+00:00,289
0.3818,2022-03-30 00:58:46+00:00,22788
0.5256,2022-03-30 00:58:46+00:00,139
0.2263,2022-03-30 00:58:43+00:00,209
0.7184,2022-03-30 00:58:41+00:00,1232
-0.5994,2022-03-30 00:58:35+00:00,720
-0.1531,2022-03-30 00:58:33+00:00,183
0.4995,2022-03-30 00:58:32+00:00,340
0.8439,2022-03-30 00:58:31+00:00,977
0.6166,2022-03-30 00:58:29+00:00,221
0.4019,2022-03-30 00:58:28+00:00,111
0.7184,2022-03-30 00:58:24+00:00,1232
0.3612,2022-03-30 00:58:23+00:00,105
0.7184,2022-03-30 00:58:23+00:00,1232
0.8368,2022-03-30 00:58:21+00:00,115
0.7184,2022-03-30 00:58:19+00:00,1232
0.944,2022-03-30 00:58:15+00:00,223
0.4404,2022-03-30 00:58:14+00:00,176
-0.5994,2022-03-30 00:58:11+00:00,720
-0.4019,2022-03-30 00:58:10+00:00,221
0.4019,2022-03-30 00:58:08+00:00,181
0.7184,2022-03-30 00:58:08+00:00,1232
0.6588,2022-03-30 00:58:07+00:00,253
0.7184,2022-03-30 00:58:04+00:00,1232
0.1511,2022-03-30 00:58:03+00:00,117
-0.8225,2022-03-30 00:58:02+00:00,133
-0.296,2022-03-30 00:58:01+00:00,390
0.7717,2022-03-30 00:57:59+00:00,608
0.7184,2022-03-30 00:57:50+00:00,1232
0.6248,2022-03-30 00:57:39+00:00,385
0.7096,2022-03-30 00:57:34+00:00,374
-0.5994,2022-03-30 00:57:33+00:00,720
0.8269,2022-03-30 00:57:33+00:00,30964
-0.6671,2022-03-30 00:57:31+00:00,184
-0.6671,2022-03-30 00:57:31+00:00,196
0.5994,2022-03-30 00:57:26+00:00,1233
0.2263,2022-03-30 00:57:26+00:00,230
0.7184,2022-03-30 00:57:25+00:00,1232
0.7184,2022-03-30 00:57:22+00:00,1232
0.6124,2022-03-30 00:57:21+00:00,118
0.5994,2022-03-30 00:57:20+00:00,1233
0.784,2022-03-30 00:57:16+00:00,184
0.7351,2022-03-30 00:57:15+00:00,605
0.4926,2022-03-30 00:57:15+00:00,103
0.7717,2022-03-30 00:57:14+00:00,608
-0.5994,2022-03-30 00:57:09+00:00,720
-0.4939,2022-03-30 00:57:08+00:00,568
0.7184,2022-03-30 00:57:06+00:00,1232
0.8269,2022-03-30 00:57:05+00:00,30964
0.6124,2022-03-30 00:57:05+00:00,118
0.4199,2022-03-30 00:57:03+00:00,269
0.2714,2022-03-30 00:56:59+00:00,647
0.5423,2022-03-30 00:56:57+00:00,255
0.6249,2022-03-30 00:56:57+00:00,102
0.2263,2022-03-30 00:56:56+00:00,209
-0.126,2022-03-30 00:56:56+00:00,253
0.7096,2022-03-30 00:56:55+00:00,374
0.4003,2022-03-30 00:56:51+00:00,63073
0.807,2022-03-30 00:56:50+00:00,114
0.944,2022-03-30 00:56:49+00:00,223
0.34,2022-03-30 00:56:49+00:00,4852
-0.6703,2022-03-30 00:56:49+00:00,329
-0.4767,2022-03-30 00:56:47+00:00,1336
0.6124,2022-03-30 00:56:43+00:00,118
0.6369,2022-03-30 00:56:43+00:00,107
0.7184,2022-03-30 00:56:42+00:00,1232
-0.5267,2022-03-30 00:56:42+00:00,244
0.3818,2022-03-30 00:56:41+00:00,22788
0.8269,2022-03-30 00:56:40+00:00,30964
-0.6671,2022-03-30 00:56:40+00:00,234
-0.2023,2022-03-30 00:56:35+00:00,122
0.6248,2022-03-30 00:56:34+00:00,385
0.8269,2022-03-30 00:56:34+00:00,30964
-0.5994,2022-03-30 00:56:33+00:00,720
0.5994,2022-03-30 00:56:33+00:00,1233
0.2263,2022-03-30 00:56:31+00:00,230
0.7184,2022-03-30 00:56:31+00:00,1232
0.0772,2022-03-30 00:56:30+00:00,180
-0.5994,2022-03-30 00:56:27+00:00,720
0.7184,2022-03-30 00:56:23+00:00,1232
0.4902,2022-03-30 00:56:21+00:00,118
0.5499,2022-03-30 00:56:17+00:00,160
-0.6671,2022-03-30 00:56:16+00:00,181
0.4939,2022-03-30 00:56:15+00:00,339
-0.4767,2022-03-30 00:56:14+00:00,1336
-0.6671,2022-03-30 00:56:13+00:00,272
-0.296,2022-03-30 00:56:13+00:00,203
-0.6671,2022-03-30 00:56:10+00:00,165
0.2263,2022-03-30 00:56:07+00:00,209
-0.6671,2022-03-30 00:56:06+00:00,241
-0.2961,2022-03-30 00:56:05+00:00,236
0.4466,2022-03-30 00:56:02+00:00,196
-0.5423,2022-03-30 00:56:02+00:00,155
0.5994,2022-03-30 00:56:01+00:00,1233
-0.2961,2022-03-30 00:56:00+00:00,236
0.7096,2022-03-30 00:55:59+00:00,374
-0.4767,2022-03-30 00:55:59+00:00,1336
-0.6671,2022-03-30 00:55:59+00:00,204
0.6166,2022-03-30 00:55:57+00:00,221
0.6808,2022-03-30 00:55:57+00:00,119
0.4466,2022-03-30 00:55:55+00:00,149
0.4404,2022-03-30 00:55:54+00:00,176
0.2755,2022-03-30 00:55:48+00:00,184
-0.5859,2022-03-30 00:55:47+00:00,147
-0.6671,2022-03-30 00:55:47+00:00,168
-0.4389,2022-03-30 00:55:46+00:00,676
0.7184,2022-03-30 00:55:46+00:00,1232
-0.6671,2022-03-30 00:55:43+00:00,150
0.3182,2022-03-30 00:55:40+00:00,233
-0.6671,2022-03-30 00:55:39+00:00,184
0.4995,2022-03-30 00:55:38+00:00,379
0.6166,2022-03-30 00:55:33+00:00,221
0.7184,2022-03-30 00:55:32+00:00,1232
0.2263,2022-03-30 00:55:31+00:00,209
-0.296,2022-03-30 00:55:31+00:00,203
0.4926,2022-03-30 00:55:29+00:00,135
-0.4404,2022-03-30 00:55:29+00:00,212
0.8269,2022-03-30 00:55:28+00:00,30964
-0.3818,2022-03-30 00:55:24+00:00,378
0.2732,2022-03-30 00:55:23+00:00,131
-0.6671,2022-03-30 00:55:21+00:00,234
0.4902,2022-03-30 00:55:21+00:00,118
0.5574,2022-03-30 00:55:19+00:00,276
-0.2961,2022-03-30 00:55:18+00:00,236
-0.6671,2022-03-30 00:55:18+00:00,196
-0.6703,2022-03-30 00:55:17+00:00,329
-0.1531,2022-03-30 00:55:14+00:00,183
-0.6671,2022-03-30 00:55:13+00:00,239
0.7096,2022-03-30 00:55:13+00:00,374
-0.5994,2022-03-30 00:55:13+00:00,720
0.7351,2022-03-30 00:55:10+00:00,605
-0.4939,2022-03-30 00:55:07+00:00,238
0.2263,2022-03-30 00:55:06+00:00,230
0.7184,2022-03-30 00:55:05+00:00,1233
0.3182,2022-03-30 00:55:04+00:00,233
-0.0516,2022-03-30 00:55:04+00:00,724
0.6166,2022-03-30 00:55:02+00:00,221
0.7184,2022-03-30 00:55:02+00:00,1233
-0.5255,2022-03-30 00:54:59+00:00,170
0.7184,2022-03-30 00:54:58+00:00,1233
0.4926,2022-03-30 00:54:53+00:00,135
0.4767,2022-03-30 00:54:53+00:00,528
0.6166,2022-03-30 00:54:49+00:00,221
